Date,Open,High,Low,Close,Volume,Unnamed: 6,Unnamed: 7,Ticker,Adj Close
2020-01-02,67.42050170898438,68.43399810791016,67.32450103759766,68.43399810791016,27278000.0,,,GOOGL,68.26496124267578
2020-01-03,67.4000015258789,68.6875,67.36599731445312,68.07599639892578,23408000.0,,,GOOGL,67.90785217285156
2020-01-06,67.58149719238281,69.91600036621094,67.55000305175781,69.8905029296875,46768000.0,,,GOOGL,69.71786499023438
2020-01-07,70.02300262451172,70.17500305175781,69.5780029296875,69.75550079345703,34330000.0,,,GOOGL,69.58320617675781
2020-01-08,69.74099731445312,70.59249877929688,69.63150024414062,70.25199890136719,35314000.0,,,GOOGL,70.07847595214844
2020-01-09,71.09649658203125,71.43399810791016,70.510498046875,70.989501953125,33200000.0,,,GOOGL,70.81414794921875
2020-01-10,71.47350311279297,71.74700164794922,70.9800033569336,71.447998046875,26258000.0,,,GOOGL,71.27152252197266
2020-01-13,71.76249694824219,72.0739974975586,71.26850128173828,72.00150299072266,30730000.0,,,GOOGL,71.82366180419922
2020-01-14,72.0,72.13150024414062,71.38849639892578,71.52950286865234,26076000.0,,,GOOGL,71.35282135009766
2020-01-15,71.6510009765625,72.03900146484375,71.58300018310547,71.95999908447266,21550000.0,,,GOOGL,71.78225708007812
2020-01-16,72.27249908447266,72.53500366210938,72.0,72.50800323486328,26080000.0,,,GOOGL,72.32891082763672
2020-01-17,73.12699890136719,74.02749633789062,72.82749938964844,73.97599792480469,52424000.0,,,GOOGL,73.79327392578125
2020-01-21,73.94999694824219,74.49400329589844,73.510498046875,74.11250305175781,48930000.0,,,GOOGL,73.929443359375
2020-01-22,74.48650360107422,75.02899932861328,74.13300323486328,74.19349670410156,28458000.0,,,GOOGL,74.01023864746094
2020-01-23,74.37750244140625,74.67500305175781,74.01599884033203,74.2344970703125,26650000.0,,,GOOGL,74.05113220214844
2020-01-24,74.64099884033203,74.70999908447266,73.15899658203125,73.30850219726562,29786000.0,,,GOOGL,73.12742614746094
2020-01-27,71.5770034790039,71.8290023803711,70.9749984741211,71.58650207519531,34132000.0,,,GOOGL,71.40968322753906
2020-01-28,72.08699798583984,72.73999786376953,71.51799774169922,72.5250015258789,29724000.0,,,GOOGL,72.34586334228516
2020-01-29,72.9229965209961,73.20700073242188,72.26950073242188,72.83499908447266,21566000.0,,,GOOGL,72.65509033203125
2020-01-30,71.90499877929688,72.76249694824219,71.75,72.7125015258789,27110000.0,,,GOOGL,72.53289794921875
2020-01-31,73.39299774169922,73.4834976196289,71.35299682617188,71.63899993896484,43822000.0,,,GOOGL,71.46205139160156
2020-02-03,73.0824966430664,74.31500244140625,72.83049774169922,74.12999725341797,71636000.0,,,GOOGL,73.94689178466797
2020-02-04,72.72450256347656,73.36699676513672,71.10150146484375,72.27050018310547,95880000.0,,,GOOGL,72.09198760986328
2020-02-05,73.18049621582031,73.22899627685547,71.48400115966797,72.30249786376953,36376000.0,,,GOOGL,72.1239013671875
2020-02-06,72.5989990234375,74.0780029296875,72.52400207519531,73.79850006103516,37822000.0,,,GOOGL,73.61621856689453
2020-02-07,73.36949920654297,74.26249694824219,73.27050018310547,73.95549774169922,28360000.0,,,GOOGL,73.77281951904297
2020-02-10,73.86150360107422,75.44400024414062,73.76000213623047,75.43299865722656,38302000.0,,,GOOGL,75.2466812133789
2020-02-11,75.66349792480469,76.49400329589844,75.27249908447266,75.50299835205078,34852000.0,,,GOOGL,75.31649780273438
2020-02-12,75.79299926757812,76.01499938964844,75.43350219726562,75.93150329589844,31042000.0,,,GOOGL,75.74394989013672
2020-02-13,75.5,76.29750061035156,75.19999694824219,75.66950225830078,22914000.0,,,GOOGL,75.48259735107422
2020-02-14,75.72650146484375,76.00250244140625,75.27749633789062,75.9365005493164,23198000.0,,,GOOGL,75.74893188476562
2020-02-18,75.71700286865234,76.52799987792969,75.55049896240234,75.97200012207031,25642000.0,,,GOOGL,75.78434753417969
2020-02-19,76.36000061035156,76.53700256347656,76.04900360107422,76.24349975585938,22746000.0,,,GOOGL,76.05517578125
2020-02-20,75.95050048828125,76.35350036621094,75.21299743652344,75.84950256347656,25962000.0,,,GOOGL,75.66214752197266
2020-02-21,75.22899627685547,75.54750061035156,73.92449951171875,74.1729965209961,42520000.0,,,GOOGL,73.98978424072266
2020-02-24,71.15249633789062,71.81900024414062,70.3395004272461,70.99299621582031,49560000.0,,,GOOGL,70.81764221191406
2020-02-25,71.55000305175781,71.84249877929688,69.02100372314453,69.31600189208984,51580000.0,,,GOOGL,69.14479064941406
2020-02-26,69.7490005493164,70.68350219726562,68.82749938964844,69.52349853515625,49776000.0,,,GOOGL,69.35176849365234
2020-02-27,67.95700073242188,68.47000122070312,65.71199798583984,65.74749755859375,62290000.0,,,GOOGL,65.58509826660156
2020-02-28,63.71549987792969,67.12249755859375,63.41049957275391,66.9625015258789,80198000.0,,,GOOGL,66.79710388183594
2020-03-02,67.56950378417969,69.37349700927734,66.26000213623047,69.31600189208984,55430000.0,,,GOOGL,69.14479064941406
2020-03-03,69.88400268554688,70.40950012207031,66.46199798583984,66.88600158691406,56602000.0,,,GOOGL,66.72078704833984
2020-03-04,67.947998046875,69.13899993896484,66.8499984741211,69.08000183105469,47598000.0,,,GOOGL,68.90937042236328
2020-03-05,67.27749633789062,67.68150329589844,65.08200073242188,65.73799896240234,54380000.0,,,GOOGL,65.57562255859375
2020-03-06,63.497501373291016,65.13749694824219,62.86050033569336,64.78700256347656,64640000.0,,,GOOGL,64.6269760131836
2020-03-09,60.24800109863281,62.63650131225586,59.902000427246094,60.78950119018555,69252000.0,,,GOOGL,60.639347076416016
2020-03-10,62.71950149536133,63.79249954223633,60.72549819946289,63.75849914550781,54872000.0,,,GOOGL,63.60101318359375
2020-03-11,62.41350173950195,62.84650039672852,59.55699920654297,60.54499816894531,54732000.0,,,GOOGL,60.39544677734375
2020-03-12,56.13100051879883,59.4375,55.42350006103516,55.57749938964844,94326000.0,,,GOOGL,55.44021987915039
2020-03-13,58.7495002746582,60.720001220703125,55.61449813842773,60.7135009765625,79400000.0,,,GOOGL,60.56353759765625
2020-03-16,54.480499267578125,57.27349853515625,53.354000091552734,53.650001525878906,96520000.0,,,GOOGL,53.51748275756836
2020-03-17,54.53200149536133,56.29999923706055,52.45500183105469,55.90299987792969,83194000.0,,,GOOGL,55.76491928100586
2020-03-18,52.99700164794922,55.2495002746582,51.84999847412109,54.55950164794922,93044000.0,,,GOOGL,54.42473983764648
